year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,selling_price,sale_date
2003,BMW,3 Series,330i,Sedan,automatic,wbaev53453km26579,ca,2.1,105003,silver,black,"""remarketing by ge/schools first fcu""",4575,1400,Tue Jan 06 2015 12:00:00 GMT-0800 (PST)
2003,BMW,3 Series,325i,Sedan,automatic,wbaet37463nj32949,ca,1.9,168211,black,gray,"""first credit finance""",2225,2000,Wed Feb 04 2015 04:30:00 GMT-0800 (PST)
2003,BMW,3 Series,325i,Sedan,automatic,wbaev33483kl80511,fl,2.9,140307,black,beige,"""lexus of tampa bay""",2850,3100,Tue Dec 30 2014 12:15:00 GMT-0800 (PST)
2003,BMW,5 Series,530i,Sedan,automatic,wbadt63493ck36589,ca,2.3,111671,gray,gray,"""lobel financial corp""",4150,4600,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2002,BMW,X5,4.4i,SUV,automatic,5uxfb33522lh30654,ca,2.8,158610,silver,silver,"""aaero sweet company""",2825,2600,Wed Dec 31 2014 11:30:00 GMT-0800 (PST)
2002,BMW,3 Series,330Ci,Coupe,automatic,wbabn53482ph02096,ca,2.8,151535,red,black,"""bob baker jeep""",3625,3250,Fri Jan 16 2015 07:00:00 GMT-0800 (PST)
2001,BMW,3 Series,330xi,Sedan,automatic,wbaav53471fk45214,tx,2.2,151538,gray,gray,"""manheim dallas""",2425,1000,Tue Dec 30 2014 11:00:00 GMT-0800 (PST)
2001,BMW,3 Series,325i,Sedan,automatic,wbaan37451nd48364,nc,1.9,246967,silver,gray,"""nextgear capital""",525,1200,Mon Dec 29 2014 09:30:00 GMT-0800 (PST)
2001,BMW,3 Series,325i,Sedan,automatic,wbaan37491nd49386,fl,1.9,188949,silver,black,"""autonation honda hollywood""",1575,1600,Tue Jan 13 2015 10:00:00 GMT-0800 (PST)
2000,BMW,3 Series,323i,Sedan,manual,wbaam3348ykc68724,ca,3.7,169192,silver,black,"""motor city lexus of bakersfield""",1475,1600,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2000,BMW,3 Series,323Ci,Coupe,automatic,wbabm3343yjn86466,wi,2.5,75158,gray,black,"""napletons river oaks honda""",3275,3200,Wed Jan 14 2015 02:00:00 GMT-0800 (PST)
2000,BMW,Z3,2.3,Convertible,automatic,wbach9342ylg18844,ca,3.5,94677,silver,black,"""bmw of murrieta""",5200,5000,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2000,BMW,3 Series,323i,Sedan,automatic,wbaam3342yfp74734,ga,3.9,99966,silver,black,"""automobile acceptance corp""",2325,3600,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
1999,BMW,3 Series,323i,Sedan,automatic,wbaam3339xfp59766,md,2.0,97130,green,beige,"""purple heart services inc""",2425,400,Tue Jan 06 2015 04:00:00 GMT-0800 (PST)
1999,BMW,3 Series,323i,Sedan,automatic,wbaam3335xfp62602,ca,3.3,94878,white,beige,"""enterprise car sales/orange""",2550,2700,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
1999,BMW,M3,Base,Convertible,automatic,wbsbk033xxec41596,fl,1.9,149390,silver,black,"""mercedes benz of orlando""",3200,2200,Tue Dec 30 2014 12:15:00 GMT-0800 (PST)
1998,BMW,7 Series,740iL,Sedan,automatic,wbagj8329wdm22404,tx,2.0,239739,white,tan,"""titlemax/windcrest tx1""",450,800,Wed Dec 31 2014 10:00:00 GMT-0800 (PST)
1998,BMW,7 Series,740iL,Sedan,automatic,wbagj8328wdm15069,nc,3.2,154938,white,tan,"""westlake financial services""",1025,600,Mon Dec 29 2014 09:00:00 GMT-0800 (PST)
1998,BMW,7 Series,740iL,Sedan,automatic,wbagj8329wdm17848,md,2.0,153049,black,tan,"""purple heart services inc""",1050,275,Tue Dec 30 2014 12:00:00 GMT-0800 (PST)
1998,BMW,5 Series,528i,Sedan,automatic,wbadd6327wbw39993,nc,3.5,163417,silver,gray,"""mercedes-benz of durham""",1300,1900,Mon Dec 29 2014 09:30:00 GMT-0800 (PST)
1997,BMW,Z3,1.9,Convertible,automatic,4usch7322vle01113,fl,2.8,119301,black,black,"""autonation toyota fort myers""",3400,3300,Tue Jan 13 2015 10:00:00 GMT-0800 (PST)
2013,BMW,3 Series,328i,Sedan,automatic,wba3a5c58df352869,fl,4.2,14996,blue,black,"""onesource/kendall toyota""",27000,24550,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
2013,BMW,3 Series,328i xDrive,Sedan,automatic,wba3b3c58dj698001,oh,2.7,840,blue,black,"""bmw na manheim new jersey""",33600,26000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2013,BMW,3 Series,328i xDrive,Sedan,automatic,wba3b5c59df590274,wa,4.1,37869,white,black,"""avis corporation""",26000,26000,Tue Dec 30 2014 13:00:00 GMT-0800 (PST)
2013,BMW,3 Series,328i xDrive,Sedan,automatic,wba3b3c55df532179,oh,4.3,23218,black,black,"""financial services remarketing (repos)""",27600,28400,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
2013,BMW,1 Series,128i SULEV,Convertible,automatic,wbaun1c51dvr01481,oh,4.9,1142,—,black,"""bmw north america raa""",27800,25000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2013,BMW,5 Series,528i,Sedan,automatic,wbaxg5c56ddy34641,ca,4.6,33406,blue,tan,"""mckenna volks""",30400,28000,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2013,BMW,3 Series,335is,Convertible,automatic,wbadx1c52dj128506,oh,4.9,1907,red,gray,"""bmw na manheim new jersey""",43300,44750,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2013,BMW,X5,xDrive50i,SUV,automatic,5uxzv8c52dl898845,oh,3.7,64336,gray,black,"""financial services remarketing (lease)""",34400,33000,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
2013,BMW,7 Series,740Li xDrive,Sedan,automatic,wbayf4c58dd127378,oh,4.9,1382,black,black,"""bmw na manheim new jersey""",54600,53000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2013,BMW,5 Series,528i xDrive,Sedan,,wbaxh5c56dd106508,co,4.3,41280,silver,black,"""avis corporation""",28200,29000,Wed Dec 31 2014 11:45:00 GMT-0800 (PST)
2013,BMW,3 Series,335is,Convertible,manual,wbadx1c5xdj128897,oh,4.8,3753,—,black,"""bmw na manheim new jersey""",43300,42750,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2013,BMW,M3,Base,Coupe,automatic,wbskg9c50dj594615,oh,4.1,6413,red,black,"""bmw north america greer""",52700,43000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i xDrive SULEV,Sedan,automatic,wba3b5g53ens09939,oh,4.4,10547,black,—,"""bmw north america greer""",30500,30250,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i xDrive SULEV,Sedan,automatic,wba3b5g5xens09551,oh,5.0,6838,gray,black,"""bmw north america greer""",31500,31500,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g50enp30202,oh,4.6,9574,black,tan,"""bmw north america greer""",34100,31750,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i xDrive SULEV,Sedan,automatic,wba3b5g57ens09085,oh,4.5,6188,gray,black,"""bmw north america greer""",31700,32750,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g57enp30262,oh,4.5,7634,gray,black,"""bmw north america greer""",30100,32750,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5c52ep602442,oh,3.8,15739,,,"""bmw north america greer""",28700,30250,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,320i,Sedan,automatic,wba3b1g51ent01379,oh,4.7,2767,white,black,"""bmw north america greer""",26800,24750,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i xDrive SULEV,Sedan,automatic,wba3b5g51ens09552,oh,4.9,10820,gray,black,"""bmw north america greer""",30400,32000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i xDrive SULEV,Sedan,automatic,wba3b5g53ens09973,oh,4.8,11593,white,—,"""bmw north america greer""",30200,30000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,335i,Sedan,automatic,wba3a9g52ens65218,oh,4.9,7448,gray,black,"""bmw north america greer""",34600,35250,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g59enp32854,oh,4.3,4732,black,—,"""bmw north america greer""",30500,31750,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g53enp33823,oh,4.6,4185,white,black,"""bmw north america greer""",30600,31250,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328d xDrive,Sedan,automatic,wba3d5c55ekx99014,oh,4.1,11380,blue,tan,"""bmw north america greer""",35100,35500,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,320i xDrive,Sedan,automatic,wba3c3g53ens71228,oh,5.0,3663,—,black,"""bmw na manheim new jersey""",27100,26000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g59enp34197,oh,5.0,4283,white,—,"""bmw north america greer""",30600,28000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,320i,Sedan,automatic,wba3b1g57ent01337,oh,4.9,1670,black,—,"""bmw north america greer""",27100,26000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i xDrive,Sedan,automatic,wba3b3c52ej981172,tn,4.8,18200,white,tan,"""enterprise veh exchange/rental""",28800,32000,Wed Dec 31 2014 10:30:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g53enp31814,oh,4.6,10110,white,black,"""bmw north america greer""",31800,33500,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i SULEV,Sedan,automatic,wba3c1c59ek116615,oh,4.9,2989,white,—,"""bmw north america raa""",30800,33250,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i xDrive SULEV,Sedan,automatic,wba3b5g52ens10130,oh,3.1,8974,black,tan,"""bmw north america greer""",33200,34000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i xDrive,Sedan,automatic,wba3b3g52enr82096,oh,4.7,12427,gray,black,"""bmw north america greer""",30000,29250,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i xDrive SULEV,Sedan,automatic,wba3b5g5xens09999,oh,3.7,18224,black,black,"""bmw north america greer""",32300,31000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i xDrive SULEV,Sedan,automatic,wba3b5g51ens09423,oh,3.9,10117,black,black,"""bmw north america greer""",34000,33000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g52enp30945,oh,4.1,7721,black,—,"""bmw north america greer""",30000,28000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,320i,Sedan,automatic,wba3b1g53ent01416,oh,5.0,3112,black,—,"""bmw north america greer""",26800,26000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i xDrive SULEV,Sedan,automatic,wba3b5g5xens09078,oh,4.5,11205,gray,black,"""bmw north america greer""",30300,30250,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i xDrive,Sedan,automatic,wba3b3c58ej983296,oh,4.4,4022,blue,gray,"""bmw north america""",35300,36750,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,335i,Sedan,automatic,wba3a9c57ekw74080,oh,4.9,3798,black,black,"""bmw north america greer""",39000,38250,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g58enp31890,oh,4.5,8077,brown,black,"""bmw north america greer""",32200,34500,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,320i,Sedan,automatic,wba3b1c56ep679384,oh,4.6,6554,brown,black,"""bmw north america greer""",26000,27750,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i xDrive SULEV,Sedan,automatic,wba3b5g59ens11193,oh,4.5,3879,gray,black,"""bmw north america""",34500,37000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i xDrive,Sedan,automatic,wba3b3g55enr82576,oh,5.0,6521,white,—,"""bmw north america greer""",31600,31500,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g55enp33726,oh,3.7,4338,black,—,"""bmw north america greer""",30600,29750,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g53enp31828,oh,4.1,10024,gray,black,"""bmw north america greer""",31800,33250,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i xDrive SULEV,Sedan,automatic,wba3b5g52ens09155,oh,3.4,8839,gray,black,"""bmw north america greer""",31000,29750,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i xDrive SULEV,Sedan,automatic,wba3b5g5xens09940,oh,5.0,9264,black,—,"""bmw north america greer""",30900,30500,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g50enp30216,oh,4.4,12474,gray,—,"""bmw north america greer""",29200,29250,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g59enp31882,oh,4.8,12631,gray,—,"""bmw north america greer""",29200,31500,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series Gran Turismo,328i xDrive,Hatchback,automatic,wba3x5c57ed559491,oh,5.0,3369,brown,black,"""bmw north america greer""",36600,33000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,335i,Sedan,automatic,wba3a9c54ekw74084,oh,5.0,112,silver,—,"""bmw north america raa""",40700,39750,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i xDrive SULEV,Sedan,automatic,wba3b5g57ens09748,oh,4.2,4552,black,black,"""bmw north america greer""",32200,30750,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i xDrive SULEV,Sedan,automatic,wba3b5g50ens09767,oh,4.4,9265,black,black,"""bmw north america greer""",30900,32750,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g57enp32982,oh,4.9,6846,brown,black,"""bmw north america greer""",30200,30000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g56enp32861,oh,4.8,7937,blue,black,"""bmw north america greer""",34400,35500,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g54enp30798,oh,4.4,11991,gray,black,"""bmw north america greer""",29300,30500,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5c59ep603006,oh,5.0,3262,white,black,"""bmw north america raa""",30800,30500,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g57enp31752,oh,4.9,5768,white,black,"""bmw north america greer""",32600,36250,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,320i,Sedan,automatic,wba3b1c55ek132636,oh,5.0,688,brown,black,"""bmw na manheim new jersey""",27300,27500,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g52enp31867,oh,4.2,10992,white,black,"""bmw north america greer""",31700,32750,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,335i xDrive,Sedan,automatic,wba3b9g59enr91963,oh,4.4,3356,black,black,"""bmw north america greer""",44100,44250,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g50enp32306,oh,4.4,3260,brown,—,"""bmw north america greer""",30800,28500,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i xDrive,Sedan,automatic,wba3b3g50enr84932,oh,4.5,6001,gray,black,"""bmw north america greer""",34900,35000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g52enp27544,oh,3.9,4781,black,black,"""bmw north america raa""",36300,37250,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i xDrive,Wagon,automatic,wba3g7c50ek296249,oh,4.5,4027,red,black,"""bmw north america""",37700,37000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g57enp33727,oh,4.8,5396,black,—,"""bmw north america greer""",30400,31500,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g51enp32072,oh,4.5,4861,brown,—,"""bmw north america greer""",35000,34000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328d,Sedan,automatic,wba3d3c5xef099034,oh,4.9,3691,red,black,"""bmw na manheim new jersey""",37700,35750,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i xDrive,Sedan,,wba3b3g5xenr84517,oh,4.2,3931,white,gray,"""bmw north america""",39600,38500,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,320i,Sedan,automatic,wba3b1g59ent01386,oh,4.7,5776,white,black,"""bmw north america greer""",26200,24250,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g58enp31663,oh,4.8,6849,white,black,"""bmw north america greer""",30200,32250,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328d,Sedan,automatic,wba3d3c58ek157374,oh,4.4,5154,white,black,"""bmw north america greer""",34200,33500,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g5xenp28764,oh,4.4,12854,gray,black,"""bmw north america greer""",29200,26000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g50enp30765,oh,4.7,5253,white,black,"""bmw north america greer""",32700,30250,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g50enp30135,oh,4.9,11255,brown,—,"""bmw north america greer""",29400,30750,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i xDrive SULEV,Sedan,automatic,wba3b5g52ens08491,oh,4.4,5843,black,black,"""bmw north america""",31800,34000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i xDrive,Wagon,automatic,wba3g7c5xek296405,oh,4.5,7680,gray,black,"""bmw north america greer""",37600,38000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g50enp33911,oh,5.0,2871,black,black,"""bmw north america greer""",30900,31250,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328d xDrive,Sedan,automatic,wba3d5c53ekx99545,oh,4.8,2349,white,black,"""bmw north america raa""",34000,38750,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5c59ef604954,oh,3.6,8953,gray,black,"""bmw north america greer""",29800,27500,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g5xenp28568,oh,4.6,7511,brown,black,"""bmw north america greer""",30100,28500,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g59enp34006,oh,4.5,6195,blue,—,"""bmw north america greer""",30300,28750,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i xDrive SULEV,Sedan,automatic,wba3b5g5xens09162,oh,4.9,10552,gray,black,"""bmw north america greer""",30500,28000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328d,Sedan,automatic,wba3d3c5xek157375,oh,4.2,11616,gray,black,"""bmw north america greer""",33200,31500,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i xDrive SULEV,Sedan,automatic,wba3b5g56ens09949,oh,3.9,8414,white,—,"""bmw north america greer""",31100,30750,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,320i,Sedan,automatic,wba3b1g57ent01208,oh,5.0,4194,white,—,"""bmw north america greer""",26500,26750,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i xDrive,Sedan,automatic,wba3b3g55enr84232,oh,4.7,9655,blue,black,"""bmw north america greer""",33000,34750,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g54enp31756,oh,4.8,5553,white,tan,"""bmw north america greer""",34800,34750,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i xDrive SULEV,Sedan,automatic,wba3b5g5xens10070,oh,4.3,13959,gray,black,"""bmw north america greer""",29600,30250,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i xDrive,Sedan,automatic,wba3b3c58ef544795,md,4.1,18344,blue,black,"""enterprise veh exchange/rental""",28800,29000,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
2014,BMW,3 Series,328i xDrive SULEV,Sedan,automatic,wba3b5g51ens11012,oh,4.5,5197,brown,black,"""bmw na manheim new jersey""",32000,32250,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g56enp31905,oh,4.9,8682,gray,black,"""bmw north america greer""",32100,36250,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,320i xDrive,Sedan,automatic,wba3c3g56ens72695,oh,5.0,2423,white,black,"""bmw north america greer""",27300,26500,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g51enp31861,oh,4.3,9940,gray,black,"""bmw north america greer""",31800,33500,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g58enp32957,oh,4.9,2038,brown,black,"""bmw north america greer""",31000,31750,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i xDrive,Sedan,automatic,wba3b3c5xef545222,oh,4.7,4174,black,black,"""bmw north america""",39500,40250,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g51enp33044,oh,4.8,3073,,,"""bmw north america greer""",30800,30250,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g58enp30237,oh,5.0,5693,red,black,"""bmw north america greer""",30400,30500,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g51enp32833,oh,4.9,4014,white,black,"""bmw north america greer""",32900,34500,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i xDrive SULEV,Sedan,automatic,wba3b5g54ens09626,oh,4.4,11600,gray,black,"""bmw north america greer""",30200,31000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g58enp28617,oh,4.4,13352,white,black,"""bmw north america greer""",29100,29750,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,X3,xDrive28i,SUV,automatic,5uxwx9c56e0d43762,oh,4.6,9794,white,black,"""bmw north america greer""",38500,40000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,X5,xDrive35i,SUV,automatic,5uxkr0c59e0h26471,oh,4.0,13126,blue,black,"""bmw north america greer""",53800,49000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,6 Series Gran Coupe,640i xDrive,Sedan,automatic,wba6b8c52edz72495,oh,3.9,2622,white,black,"""bmw north america raa""",67000,62000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,4 Series,435i,Coupe,automatic,wba3r1c57ek192879,oh,5.0,6501,blue,black,"""bmw north america greer""",37600,41500,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,4 Series,428i,Coupe,automatic,wba3n3c51ek231750,oh,4.8,4540,white,black,"""bmw north america raa""",32000,39250,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,X3,xDrive28i,SUV,automatic,5uxwx9c52e0d42219,oh,4.5,4740,blue,gray,"""bmw north america greer""",39800,40750,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,4 Series,428i xDrive SULEV,Coupe,automatic,wba3n9c58ek244725,oh,4.4,3810,white,black,"""bmw north america""",38100,36750,Tue Jan 27 2015 06:00:00 GMT-0800 (PST)
2014,BMW,5 Series,535i xDrive,Sedan,automatic,wba5b3c57ed536899,mo,4.3,13210,black,brown,"""sutton ford/ge""",43800,42500,Wed Dec 31 2014 10:30:00 GMT-0800 (PST)
2014,BMW,5 Series,535i,Sedan,automatic,wba5b1c50ed483564,oh,4.8,14923,beige,black,"""bmw north america greer""",39000,38500,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,6 Series Gran Coupe,640i xDrive,Sedan,automatic,wba6b8c56edz72628,oh,4.6,4750,gray,—,"""bmw north america raa""",66000,61000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,4 Series,428i,Coupe,automatic,wba3n3c57ek231610,oh,4.8,8949,—,black,"""bmw north america greer""",31300,32500,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,X6,xDrive35i,SUV,,5uxfg2c5xe0k41577,oh,4.8,5756,black,black,"""bmw north america""",52800,53500,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,2 Series,M235i,Coupe,automatic,wba1j7c59evw84040,oh,4.4,5830,red,black,"""bmw north america raa""",39900,38000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,M5,Base,Sedan,automatic,wbsfv9c55ed593161,ca,4.2,17280,gray,black,"""the hertz corporation""",64000,65000,Tue Jan 06 2015 12:30:00 GMT-0800 (PST)
2014,BMW,4 Series,435i,Convertible,automatic,wba3t3c55ep737672,oh,4.9,1304,white,gray,"""bmw north america greer""",48000,57000,Tue Jan 27 2015 06:00:00 GMT-0800 (PST)
2014,BMW,5 Series,535i xDrive,Sedan,automatic,wba5b3c51ed538406,oh,4.4,3145,gray,—,"""bmw north america""",50000,48000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
